review_id,reviewer_id,restaurant_id,timestamp,rating,review_content,friend_count,review_count,useful_count,cool_count,funny_count,restaurant_rating
VJwvVZFDlGHIEHiFz5Ywx8,tN4_tNtKr7o2yxaHQ11UEw,8VoflCzxStaDOJ-paNgZxg,2019-11-25,3,"Went for breakfast over the weekend.Gets pretty crowded if you don't go early. Had there buttermilk pancakes which were good seemed like a cake type of recipe but were kind of expensive 9 dollars for 3. Also had there full order biscuits and gravy another 9 dollars now those were terrible. Biscuits were cold not warmed up at all and gravy was warmish and tasted like it came from a bag where you just add water and mix together in a pan definitely not home made. Coffee was ok but not for 3 dollars. Also tried glass of Fresh OJ 4 dollars  that was good. Service was descent but had to ask for coffee refill couple of times seemed like the employees would forget to do there coffee refill rounds.So I spent 30 dollars by myself, was it worth it?No. Not worth the money. Won't be going again.",11,59,0,0,0,4
QEBq8cX6RbxtmhXNOYtbb3,zUGEB1XWpjTTG3ahV9ro4g,8VoflCzxStaDOJ-paNgZxg,2019-09-27,5,"Great breakfast restaurant! We had very fast service and the waitress was very friendly. It was surprisingly busy for a Friday mid-morning, yet we got our food promptly. The decor was very cute and the place had an overall good atmosphere. I will say, the prices were a tad high, but still - great quality food.",43,469,0,0,0,4
rsbeVDCoVqdJFqlVxxMOk2,j6HYyZLs0DhqoIdeSOLAMA,8VoflCzxStaDOJ-paNgZxg,2019-06-14,3,"Flappy Jack is a decent breakfast joint that serves up big portions of breakfast items w a fairly large selection of lunch items as well. I've dined at this location a few times and you always leave full but for me I have yet to find a dish that I love. Everything taste fine and each dish can definitely be shared so come with a big appetite. My biggest complaint is that the restrooms are disgusting. Anyhow stopped by Friday morning around 11am and saw a lot of ppl out front but the wait was only 15 minutes. I ordered the NY steak and eggs and opted for fruit and pancakes. The steak was a bit too lean and a touch too done but tasted ok. Eggs are eggs and the typical sad melody of fruit to include pineapple, grapes, and 1 piece of melon so it didn't look fresh or too appetizing. I didn't eat the pancakes and gave them to my toddler and she wasn't a fan. My husband thought it tasted good but he loves pancakes and isn't too picky. My husband ordered the Chicago skillet which is corn beef hash on a bed of hash brown and 2 eggs on top. It was tasty but nothing memorable in my book. Overall Flappy's is a decent casual place for breakfast with a large menu so it's great when you come with a group. It's not my first choice but it's an ok place to dine once in awhile.",19,201,0,0,0,4
rsbeVDCoVqdJFqlVxxMOk2,Mwlj-sYtUAKZOKjtHVfhTg,8VoflCzxStaDOJ-paNgZxg,2019-06-14,3,"Flappy Jack is a decent breakfast joint that serves up big portions of breakfast items w a fairly large selection of lunch items as well. I've dined at this location a few times and you always leave full but for me I have yet to find a dish that I love. Everything taste fine and each dish can definitely be shared so come with a big appetite. My biggest complaint is that the restrooms are disgusting. Anyhow stopped by Friday morning around 11am and saw a lot of ppl out front but the wait was only 15 minutes. I ordered the NY steak and eggs and opted for fruit and pancakes. The steak was a bit too lean and a touch too done but tasted ok. Eggs are eggs and the typical sad melody of fruit to include pineapple, grapes, and 1 piece of melon so it didn't look fresh or too appetizing. I didn't eat the pancakes and gave them to my toddler and she wasn't a fan. My husband thought it tasted good but he loves pancakes and isn't too picky. My husband ordered the Chicago skillet which is corn beef hash on a bed of hash brown and 2 eggs on top. It was tasty but nothing memorable in my book. Overall Flappy's is a decent casual place for breakfast with a large menu so it's great when you come with a group. It's not my first choice but it's an ok place to dine once in awhile.",19,201,0,0,0,4
eNE0Iq8MyTNEUowQIWfVlg,QngxwA3Oj6-YDwbyD93sHQ,xt4sa64WOrpJvZBDPNPNYg,2019-12-01,5,"Very cool place with outstanding food.  The service out impeccable and the menu options were unique. I will say the chair, and bar stools are not the most comfortable, but I decided to eat and drink more, which made me forget about that. We decided to order several different items to share in hopes of ordering an entrée to split.  However, the items were so large that we couldn't even finish what we had ordered.  The deviled eggs, pickles, and poutine were delicious but I don't really understand the insanely large portion. We would have continued to order items, but the portions are way too much, and I could tell by looking around no one ate everything on their plates, which is such a waste.  I would definitely recommend checking this place out even with the large portions, but just keep that in mind when ordering.",105,296,2,0,1,4
ZzI5Ia5c28MmpJ3x58gTEu,y7_MYApBkPruY-PtZNkjJQ,xt4sa64WOrpJvZBDPNPNYg,2019-12-24,4,"Went to brunch on a Sunday at 3, we sat at the corner of the bar since it's pretty roomy. We got the fried pickles to start and some aviation gin and tonics. The fried pickles weres perfect, I just wish they gave more of them! The bartender was nice and funny since we were talking about the aviation gin (by Ryan Reynolds).We got the Mac and cheese to share and it was really creamy. I got the mushroom biscuits and gravy with scrambled eggs (forgot to take a pic). I was excited to try a vegetarian gravy since no places really have that! It was pretty good but I've had better biscuits.My boyfriend got the fried chicken with sausage and he said the chicken was crispy and the gravy was good too. He also thought the biscuits weren't the best he's had. I definitely want to come back and try some other stuff. Love the vibe of the place too!",2,33,0,0,0,4
av06BP1b2bLpbDlkKGQBg4,4MmECtu7C_eple4fESQBTw,xt4sa64WOrpJvZBDPNPNYg,2019-11-10,4,"I came on a Tuesday after work for dinner with 3 friends. This was a great choice. We started at the bar until everyone arrived. We had an appetizer of the deviled eggs. Very good. We had predinner cocktails.  The Spicy Brine Margarita was DELICIOUS!! Loved it. The perfect blend.For dinner I had the fried chicken thigh basket with the collard greens and grits. I enjoyed everything except the grits.  They were cooked perfect but the cheddar cheese they used is not tasty at all. The collard greens were the BOMB!! I should have gotten a double of those greens.My other guests got catfish tacos, the jacob patty melt and the bbq chicken smothered pepper jack entrees. They also all enjoyed.The service was also good. Attentive and friendly.  But I want to highlight my favorite part of the night which was the music.  It was awesome. Created the perfect vibe and ambiance. We were there 4 hours and didn't even realize it.I would definitely come back. I highly recommend anyone to stop by and give Jacob's Pickles a try.",169,114,3,3,0,4
33e2xrOCNLbp9va5DNlbJP,LfpXEdALEix6D0UsBCKu5w,xt4sa64WOrpJvZBDPNPNYg,2019-11-16,5,"I almost don't want to post this review because I like to keep the really good eats all to myself, but clearly the cat is out of the bag on this place. The wait is always long and seems especially long while watching people eat while standing in the cold, but it is well worth it. I can't remember having one thing here that I have been disappointed with. Servers are always warm, helpful, and courteous. Food comes out really quickly and the portions are big enough for two people to share. I mean, I do have to stop myself from eating it all by myself so it just depends on how hungry you are that day. Great for brunch and dinner. Diverse beer selection for the type of place it is and it has something for everyone. Warning though, calorie conscious folks might have a problem or two sticking to your plan here. Don't tempt yourself.... or do, like I did.Will be back. Good place to bring family and friends visiting NYC.",289,113,1,1,0,4
swTTdQnvIApcHVMW7Ti7nQ,kBgtoQFF0j1O9qgVcEKAiw,xt4sa64WOrpJvZBDPNPNYg,2019-11-16,4,"Likes: even though coming in with high expectations, the tastes and quality of the food were still too good to be true. I am usually not someone who particularly seeks out for southern food, but everything here is deliiiiiish, from the savoriness and crispiness of the chicken wings, the perfect moist and rich taste of the corn bread, to the millions of dipping sauces that are offered on the table. I see why people would wait for hours just to have a bit of it.Hopes for improvement: wish they have a better way to organize the wait list. The gentleman at the check in mistakenly marked our party as incomplete, which resulted in us waiting for at least 30 minutes more than we should have, only to notice afterwards that many who have come after us were seated before us. The gentleman only never gave us any updates and we had to go in line to talk to him multiple times to make things clear.",18,73,1,0,0,4
aa0vgwCBPLShVtAF3KPeTs,5zAvUJQJ2KgIrQCUMQCqzw,xt4sa64WOrpJvZBDPNPNYg,2019-11-03,4,"We went early Sunday morning right when they opened. There were already a bunch of patrons ready to be seated and fed. This was a big indicator to me that the food would be great and also that as the day progressed there would be a bit of wait to get seated. Since we were there so early we got seated right away. The food was exactly as I expected it to be. Delicious and soulful! We ordered the chicken and pancakes (a different spin on chicken and waffles) which was so yummy and fulfilling. We also got the croque madame, which is enough to share among 2 people! It was perfect and cheesy! The customer service was just right. I will certainly be going back for brunch and dinner.",249,44,2,2,0,4
VeGQCjvJ35PLDeiDFB6J0P,vvveGUB8NEo6RE09hdgbJw,xt4sa64WOrpJvZBDPNPNYg,2020-01-29,4,"I'm a fan of sweet cocktails and I absolutely loved the 'Autumn Blush' cocktail. It's made with vodka and cranberry cinnamon simple syrup that's made in house!For our appetizers, we got the Biscuits & Fixins and the Deviled Eggs.The biscuits came with Strawberry Preserves, Orange Preserves, and Clover Honey in cute little squeeze bottles and small tubs of salted butter and maple butter. The pickled mustard seeds were a nice addition to the deviled eggs.  We ordered the Shrimp & Grits, classic Mac & Cheese, and Hot Chicken Biscuit. The shrimp and grits had a nice smokey crayfish flavor in the sauce. It's a delicious dish, but note that the shrimp comes with the shells on.The classic mac & cheese was great! Cheesy and creamy - just what I expect and love about mac and cheese. The hot chicken biscuit was a good dish, but not spectacular. The spicy hot chicken flavor did not come through and the biscuit was a tad dry. Overall, this was a great meal! The winners were definitely the Deviled Eggs and the Autumn Blush cocktail.",235,32,1,0,0,4
azZg44ItrKbqFrif4293cu,vAjo8SsVIhXjJDzP9QIgkQ,xt4sa64WOrpJvZBDPNPNYg,2019-10-22,5,"Well I can certainly understand the hype around this UWS gem now that I've been! My two friends and I came on a Saturday morning and luckily there was not a wait. This is a really ideal place for an indulgent brunch without all the frills and stuck up atmosphere that you'd find at other places but with HUGE portions for a decent price.My friends and I ordered three dishes (croque madam, bacon egg chicken biscuit, and southern chicken biscuit) as well as an ice coffee and the total came out to be around $75 in total with tax and tip. However the portions were HUGE. You should definitely come with a group of friends and go family style or be prepared to go home with a lot of leftovers (I only managed to eat a 1/3 of my croque madam) but my guy friends managed to finish 3/4 to all of their plates! I think for value, I really liked the croque madam because I got to enjoy their infamous fried chicken and biscuit but also have my egg and ham. Plus I much preferred potatoes to grits. The fried tomatoes were so so on my friend's southern chicken biscuit but the table next to us got this lovely pumpkin biscuit special which I'd love to try next time. It does get a bit loud in the back as the quarters are tight but it wasn't unbearable.",728,197,2,2,0,4
Ka8w3Ai7d6zdhDU6DqScC6,XNB70DQ6ojRsivW2-q9AgQ,xt4sa64WOrpJvZBDPNPNYg,2019-11-16,5,WOW WOW WOW! This restaurant is INSANE! Fried chicken with sausage gravy 5 STARS ALL DAY LONG!Super crowded all day and night during the weekends. Don't be afraid - it's totally worth the wait. Hamburger Mac and Cheese - next level. Totally enough for two. Totally enough for a post hangover gut bomb for two. Ribs fall off the bone. Perfectly slow cooked / smoked with insane bbq sauce. Sever with a baked potato smothered in buttery cheesy bacony goodness. The slaw is next level. Maybe best slaw I've ever had. Skip the brussel sprouts. The bartenders rock. The place is always packed but they make eye contact with everyone and get you your drink quick. Get the fried chicken and sausage gravy. It will change your life. My wife my kids and I will get three orders for lunch / dinner and fight over every bite. Incredible.,76,239,0,0,0,4
hl5ymWzUqwmlF43yIUDrU9,4CsSaSGBXeU831g6b6QR3g,xt4sa64WOrpJvZBDPNPNYg,2019-11-15,4,"Came here on a saturday late afternoon around 1:30pm and it was still a 90 minute wait for a table of 2. When we got the text, we had literally 5 minutes to get back to the restaurant or we'd lose our spot. No confirmation to secure our table, which is kind of ridiculous. I guess that's how businesses are now a days when they are so popular. We didn't make it in time, but luckily the person behind us also didn't show up so we were able to get a table. They had given us a table outside, and would be with us in a second. They didn't even give us a menu. When the waiter finally came around, he wondered if we just sat down from off the street since we didn't have a menu - such a strange place. When we finally got the menu, we ordered 2 appetizers -- street corn and fried pickles. I also got the mushroom gravy smothered chicken sandwich.I would say the appetizers aren't worth it. It was good to try, but it isn't a good value for how much you get. The chicken is what was really good. I think that is the most satisfying part of the meal. It is a lot of food. I ended up taking it to go -- though it was a long process. Overall, the service is really slow. I think I would come more often if it wasn't a whole day thing.",265,330,0,0,0,4
H964vGwRRRWzhNlbhPxzVG,lQA3eaMCsIAVhENQGyARcQ,xt4sa64WOrpJvZBDPNPNYg,2019-10-27,5,"Definitely one of the best place for dinner and drinks. I love the ambiance and music. The vibe was really nice for dates. The dim lights and music were perfect to have intimate conversations while having privacy from tables close by. The appetizer we got was the fried pickles, which were light and crispy. The only down side was that they didn't have enough for me to gobble up but....The entrees were HUGE. We got the sausage gravy chicken biscuit, honey chicken and shrimp grits! They were all delicious and filling. I loved the southern portions!Overall it was a great dinner.",74,64,1,0,0,4
6y2ctzrAy44sEOeuOZ4kHp,6l_KU4YCnBxebTqPVBO9qw,xt4sa64WOrpJvZBDPNPNYg,2019-11-11,5,An excellent way to start a beautiful Sunday. 1. Space is energetic but casual like an indoor bbq joint 2. The food is insanely tasty and portions are humongous- must go only if hungry3. Loved for 2- couldn't finish Mac though so brought it homeMac and cheese small portionFried chicken biscuit with honey and hot sauce on the sideCroque madame4. In true we don't calories here style they don't serve skim or almond milk though with coffee5. Service is upbeat and kind,26,196,0,0,0,4
f8fecig6jueVX9I4PTyLVP,TVJrVskiwNP3BcMnmIdh_A,xt4sa64WOrpJvZBDPNPNYg,2019-10-12,3,"Would've given 4 stars if it wasn't for the long wait (over an hour at 2pm on Saturday) + super loud neighboring diners. Felt like we were all squished together and everyone had to yell to hear the other people in their party. As for the food, the fried chicken (honey fried chicken biscuit) was super crispy and delightful for the first few bites. And then I guess the honey sank in and the rest of the chicken became soggy. Flavor was very yummy at least!If I come back again, it'll be with a reservation and will definitely ask for honey/dressings on the side.",44,106,2,1,1,4
W7RWX90qrhRKYCFOXAIJbN,6H9g6agwpmiHG8ZYgBJq5w,xt4sa64WOrpJvZBDPNPNYg,2019-10-10,4,"I've been wanting to try Jacob's pickles since I moved to the city three years ago and this week I finally got around to it. I'd say it lives up to the hype! I was lucky enough to go on a weekday for lunch, when there is absolutely no wait. I got the southern BLT biscuit and fried chicken entree. The chicken was extra crispy, sauce was delicious, and it was slathered with really good cole slaw! The cheesy grits that paired with it were really good as well. The biscuits weren't too dry and absorbed the sauce, Cole slaw, and chicken really well.Great meal as a cheat day and to indulge. Positions are huge so you'll probably have leftovers or could share with another person!",232,477,3,1,0,4
MyLUScbMUKburbmN7EgF8T,tM6HaMbtEi95dHtEEVyZfA,xt4sa64WOrpJvZBDPNPNYg,2019-10-12,4,"This UWS southern gem has been on my foodie list for some time and happy to have unexpectedly walk into it today for an early dinner. The place was surly busy on this fall Saturday, but we were seated immediately. Our waiter was very pleasant and knowledgeable on the menu as we expressed it was our first time. She shared the specials for the day and gave us a heads up that the servings for entrees were large portions (more like huge) which def makes it great for your money. We had the fried pickles and 2 buttermilk biscuits with the ""works"" as starters. Entree were the Chicken and Pancakes and the Jacobs Patty melt. OH MY! The patty melt came on a lunch sized tray loaded with fries cooked to my request. The pancakes were huge and fluffy and 2 beautiful sized pieces of chicken. We enjoyed the presentation and then the flavor and then were intimated by the size that we couldn't finish haha. Def would want to come back to try their brunch and more beer options. I'm no pickle lover, but if you love that def give Jacobs a spin for your fix too. Overall, good customer service, quick turnaround with food, good ambiance and clean space. Accessible by public transportation.",28,126,1,1,0,4
uCQSFlKlAAqPmT1etuupor,YneSxaTkmPLfuX91Z5oOnQ,xt4sa64WOrpJvZBDPNPNYg,2019-09-10,4,"Paint me green and call me a pickle. This place is a big DILL ;)We stopped for breakfast and its the cutest little eatery. Full on bar and outside eating. Of course we ordered a few pickles and they were all good.I got a Bloody BLT and WOW it was amazing!Breakfast is big enough to share. My hubby and I got eggs and bacon, but my sister in law got the Lemon Blueberry biscuit. OH YES, try it. It was yummy!If we ever visit the city again, we will be back!",89,165,2,1,0,4
UJnAXqF4qVqgVFTXhSVVSZ,8MMMBbJ3VI8XtIjGyzN3QQ,xt4sa64WOrpJvZBDPNPNYg,2020-01-12,5,"The type of place where you can't go wrong picking anything (or everything) on the menu.. meatloaf,Fried chicken sandwich or Gumbo!! All authentic Southern items paired with pickled apps and out of this world cocktail or beer menu. We had to wait an hour after a cute drink at the next door Tiki bar.. well worth it for a 5-star experience!",39,54,0,1,0,4
F23Y9DT6sf1NmnjAFXdgMz,MhmuokVX1Ga7YM0XJioSXw,xt4sa64WOrpJvZBDPNPNYg,2019-12-20,5,"I have two dedicated dog mommy friends that wake up at 5 am (on a weekend) to walk their dogs around Central Park. After the walk, they get brunch and tell me all about it. Hello? Where is the invite? One day, I decided to join my friends afterwards around 9 am. The minute I got there, there was already a line. They opened at 9 am and already a line. That already said a lot about the place. My friends and I got two orders of hot fried chicken and shared it. OH MY LORD! I literally found myself greedily grabbing more chicken before I finished the one on my plate. The dish comes with two large juicy chicken pieces perfectly fried after it has been brined in pickle juice and buttermilk. Then, it is doused with a hot sauce elixir that makes the already delicious chicken fabulous! Just when you think things can't get better, they top the chicken with a mound of thinly sliced pickles and serve creamy grits and biscuits on the side. Do yourself a favor and forget about the biscuit/ grits. Yes, they are good, but the chicken is the star and, Jesus Christmas, it is the best fried chicken I ever had. Actually, let's bring the grits/ biscuit back because the hot sauce needs something to sop it up. The thing I like about this dish is that the pickles cut into the greasey/ oily fried chicken so you don't feel so heavy afterwards. It gives you an illusion of lightness, but don't be fooled, it is not. I had this last Sunday and I am already craving it already. My friend took the leftover bits home and I thought she was silly because there wasn't much left, but.... I was a fool. I should have fought her for the bit. So I am on a plane on my way to New Orleans and as I was boarding the plane, I was telling my friend how I wished I had the chicken before we left the city and the lady in front of us was like ""Jacob's Pickle? I love that place!"" We instantly became friends. When you know, you know. BUT! One thing, I got a side of pickled eggs because I thought about my friend's mom who makes bomb pickled eggs. Don't get it. It is a bit off... Hot chicken dish! You will think of me and scatter rose petals wherever I walk for giving you the best advice of all time. For the first time in forever I was excited about a dish. Being a foodie obsessed with how things are made and just having a very particular preference, it is really hard to get me excited about certain things, but this one. Wow! ALSO! After this, we got Levain bakery cookies so.... our day really couldn't go wrong even if we got hit by the car.",37,163,1,2,2,4
xxEBRb5spBOH1zY670q1C9,8YvMPVDje23VwZ9rIpX72Q,xt4sa64WOrpJvZBDPNPNYg,2019-12-10,4,"There's so much to do, see, eat, & drink in NYC, it's always tough to narrow down. Luckily, my Chicago pal, Mel B. helped with this one.The place is easy to get to, and minimally stylish. As with most places in the city, expect to be close to your neighbors; space is a premium.The menu is wonderful, just a variety of things to choose from. They're known for their pickles, the table next to us had an interesting selection, but we'd already stopped at a bakery before breakfast so I knew this wasn't the day for appetizers. I'll certainly give em a go on the next trip.I enjoyed the bacon, egg & cheese biscuit. As you can see by the pic, it's the size of the plate! It's locally sourced, I appreciate that. The bacon is thick-sliced, and smoky--perfect against the creamy texture of the eggs, and the mild buttermilk flavor of the biscuit.The service was perfection, never an empty coffee cup along with great recommendations. This breakfast was a win. I'll do it again. You should, too.",192,236,12,9,3,4
Y4yBCf0Ua0sMhvHbCTRMgI,dIYmR4SwbJs6Mo1qogwKWQ,xt4sa64WOrpJvZBDPNPNYg,2019-09-14,3,"It's not a bad restaurant by any means. Food was good and expectedly very heavy, however I wasn't impressed.  The food comes out barely warm. I liked their biscuits by itself, the gravy is tasty but I didn't really care for it, but that's a matter of preference as my husband really enjoyed it. Fried pickles are good. Now the hot chicken biscuit sandwich, the chicken was seasoned and fried well but the sauce this dish uses was very oily and it made the biscuit underneath too greasy to eat. The cheddar grits it came with was awfully gelatinous. I would try a different chicken sandwich next time and hopefully this was just a bad batch of grits. I must say the service is phenomenal, especially given how busy it was.",5,141,1,0,0,4
kPzVNSb2ILWX6x7spd4ieH,gEnzvwRpeGam6UBV66Wp1g,xt4sa64WOrpJvZBDPNPNYg,2019-12-27,4,"Jacob's Pickles doesn't need any more accolades since there's is usually a line and it's packed shoulder to shoulder.  It's noisy and dark if that's your vibe.  The fried chicken is amazing, big pieces and the best I think in New York.  Homey jams and biscuits complete the comfort seeking foodie.  It's not crazy expensive either, just good food and company!",60,345,0,2,0,4
40plJxokyMEOT6oPGQpYKc,e5PnV5PQdAMHxKCQ9NqYzQ,xt4sa64WOrpJvZBDPNPNYg,2019-10-05,4,"My friends and I came for lunch on Friday, and I think we came at a perfect time at around 1 because we got to sit down right away. Although we sat down at the large communal table, the spots next to us eventually cleared up. The waiter was really nice in explaining what specials they had, the popular items they have on the menu, and warming us that the portion sizes are pretty big. I'm glad he did because the 3 dishes that we had got were enough for the 4 of us to feel stuffed but happy when we left the restaurant.We ordered the French toast, Croque Madame, and the Sausage Gravy Chicken Biscuit. Each of these dishes had a unique flavor profile to itself, despite having a biscuit in every dish. I've never had a French Toast biscuit before but this was a game changer. The dish already had 4 different pieces of French toast. The outside was nice and crunch with a light sugar powdering, topped with a nice serving of strawberries. Their syrup they have on the table also wasn't too sweet so I didn't feel like it over powered the other flavors. The Croque Madame was huge! The stacked fried egg over the ham, friend buttermilk chicken, over a biscuit with amazing sauce was super delicious. It was a little bit salty, but the flavors really matched. The biscuit they utilized in this dish also had bacon bits cooked within it. This dish also comes with circular cut potatoes, some are thin so it's crunch like a chip but some of the other ones still had the fluffy potato texture.The last dish, the sausage gravy chicken biscuit, is definitely a super comfort food. The gravy itself was rich in flavor and paired well with the spices in the buttermilk chicken. I'm typically not a fan of grits but the way they mixed the cheese into the grits made it really delicious. I would definitely come back here to try their pickles and beer. They have a really amazing selection on the menu that I'm dying to try.",330,43,0,0,0,4
d2fDbLhOY3hWBkOnnRXZSJ,3pAFoGAeuSyrEFegBtIZdw,xt4sa64WOrpJvZBDPNPNYg,2019-08-11,5,"Hamburger Mac & Cheese was UNREAL! One of the best macs I've ever eaten. So flavorful and I've been let down a lot by Mac and Cheese at restaurants. Not this one! Chicken BLT- great sauce!!! Fried green tomatoes crispy! Highly recommend. App- biscuit basket. They're cut in squares and there were only 2, but gigantic. If you have more than two people get two baskets, unless you're with those very keto people then still get two and eat all the biscuits yourself. It comes with whipped butter, an amazing flavored butter, honey, and two jams to try. My mother waters now thinking about this. A+++Restaurant did have some nice 2000s jams pumping and it got kinda dark (could've also been the storm outside). I did see old people with their phone flashlights out reading the menu.",149,122,1,1,1,4
3SWHJ4KdJKLE9br4AoXdyX,ZhyZzUXwFLjhKkwxLaqE3Q,xt4sa64WOrpJvZBDPNPNYg,2019-12-11,5,"AMAZING food and experience! Everything from the drinks, to the food, to the atmosphere, to our server Caroline. We both ate the Coop platter which consisted of the most delicious potatoes I've ever had, 3 fresh fried eggs, a biscuit, house made sausage patties (to die for), amazing bacon strips, and hands down the best grits I've ever had. Ask for the strawberry preserves to go with your biscuits ... fantastic. Our drinks were delicious. Loved the vibe of the place and the friendly staff. Prices fair for New York. Located close to Central Park west - convenient and easy to find! Can't wait to go back! Also can't wait to try one of their chicken dishes - the chicken looked insane!",182,60,1,1,0,4
Bl8IBHpJxcwl6lXTqKH4xt,h-hIKd5aB2DLfkdz5ApLmw,xt4sa64WOrpJvZBDPNPNYg,2020-01-31,5,"Omg, omg, omg!! This food was so good and Max was an amazing server! We loved every crumb and would come here again for sure probably for a date night and try to reserve a booth! It was very loud in the benches but I can understand with the restaurant being jam-packed it made sense that we were squeezed in as much as we were. I had the buttermilk chicken and the serving size was sooo big, I had left overs for breakfast the next morning. It was so very tasty and would recommend it to anyone! I only remembered to take pictures of the appetizer as when the main course came I jumped in as I was so very excited! Yum yum!!",0,4,0,0,0,4
kOTy19N8kjLq61WpKFQYwf,pwSYZhkgQfBD8VFp4Qx8Uw,xt4sa64WOrpJvZBDPNPNYg,2019-12-20,2,"I don't understand why people love this place so much. The food is not very good, really salty. It is terrible for vegetarians, which I understand its southern food, but we are in New York City, for such a well known restaurant in the location that it is, there should be at least one option. I had a biscuit and eggs, something I could have made at home and it would have tasted much better and been a fourth of the cost. The portion sizes are giant. It is so loud inside you can hardly have a conversation, and its not the fun boozy brunch loud it's just unnecessarily loud. They do have good drinks! The cocktails are quite delicious. They are expensive, but drinks at brunch places are always about that price. I will not be coming back. But maybe someone with a stronger love for southern salty food would enjoy it.",292,48,0,0,1,4
4BpEvBTpvYZxGSt4HSAfUc,Pd9yJu0tBvCOHD0QYgpZ3w,xt4sa64WOrpJvZBDPNPNYg,2019-07-11,5,"HUGE portions & great cocktails.I had the Sausage Gravy Smothered Chicken and it was just amazing. Creamy, salty gravy over a crispy fried chicken over a buttery biscuit... sounds heavy huh but you'll want to eat every bite!",91,107,5,2,0,4
FUvMTLMGD0HXccKMPSKN3R,zJLLgUB3un6Qg95njGxjfg,xt4sa64WOrpJvZBDPNPNYg,2020-01-10,5,"Holy Toledo! Not sure why i just referenced Toledo, since I've been there, but it seemed appropriate. This place is AMAZING!!! The ambience is fun and the food is off the chain! The portions are huge and delicious! I ordered the chicken and pancakes with a side of cheese grits. The following emojis accurately describe that experience from beginning to end: . The pancakes were ginormous and the chicken was perfectly fried. The crumbled bacon on top with the honey and homemade syrup were the perfect addition! I don't do leftovers, but I actually packed my leftovers up and took them home! The grits were actually good and creamy, not watery like all other grits I have found outside of the south. The people next to me ordered Mac and cheese and omg it looked amazing. It was also huge and came cooked in its own pan which is what they served it in. I want to go back and try everything else on the menu!",9,68,0,0,0,4
jNwgaqHZzUd4jkRHC2rytv,wU9ykgSWO0f3QMW83n3Y9Q,xt4sa64WOrpJvZBDPNPNYg,2019-11-30,4,"Late review but def a fan.I doubt they still do it but when I went earlier in the year they had a special of Oreo French toast and it was bomb.It was super soft and yummy and it was wildly sweet like I thought it would be. The portion was also insanely huge and I couldn't finish.The place is big but I noticed they do get packed very quickly, I wouldn't mind coming back for lunch or dinner. Our server was super friendly and that def helped make the experience more pleasant esp when they got busy. you didn't feel like you were just a table.",538,324,1,1,1,4
HVCSL3HFsVwRhNt0WyNg5u,JZ1QkXIszrMBtpDMZrWZog,xt4sa64WOrpJvZBDPNPNYg,2019-07-11,4,"After having a less than spectacular experience at Maison Pickle, I was skeptical about eating at Jacob's Pickles. It's close to my boyfriend's new apartment and we were hungry so we took the gamble. We came on a Saturday night, right around peak dinner time. Surprisingly, we were seated right away. First and foremost, the food is b.o.m.b [makes bomb sound effects]. I had the Honey Chicken Biscuit [$17] which comes with cheese grits. The farms they source their chickens from must have a workout regime. The piece of buttermilk fried chicken was the biggest I've seen in my life. While it was huge, it was also cooked expertly. It was incredibly juicy on the inside and fried to crispy perfection on the outside. The biscuit it came on, oh boy, that was a flakey, buttery biscuit. Lest I forget, the cheese grits tasted like Thanksgiving mashed potatoes minus the tryptophan-induced coma. This dish is literally all I can think about a few weeks later. My boyfriend had the Chicken & Pancakes [$19]. He said he likes a version of this dish better at The Common in Brooklyn. Idk...his opinion doesn't count [I'm the worst]. I also had a cider, Graft Salt & Sand [$9], which is fruity and acidic. It's nice to drink something refreshing while eating something rich and heavy. He had the root beer, which he enjoyed. I do not like root beer. ___Unfortunately, the air conditioner was not working. It was humid outside and not much better inside, even with the fans blowing. The cooling system dripped on our table as well as the table next to ours. It didn't seem like anyone cared all too much. In any event, we got a free shower. Lucky that my boyfriend and I have been together for awhile. The restaurant is loud and we wouldn't be able to hear each other even if we wanted to. Service wasn't the most attentive as it was busy. This is definitely not somewhere you want to go on a first date, unless you do not plan on a second one. Come only if you can sit in awkward silence with your significant other and only want to shove friend chicken in your mouth unabashed.Our meal was incredibly affordable- $64 after tax and tip. We were stuffed!",233,300,2,1,1,4
75nyyStnqqd2aYg8ijNBd5,PK6txq7fd945nX86_dSw9Q,xt4sa64WOrpJvZBDPNPNYg,2019-07-03,4,"Amazing as usual. Came on a weekend day for brunch and had to wait approx 1 hour. The other time we came, we sat in 20 minutes only for 2 people. This place is almost always packed on the weekends and don't take reservations but you can walk around during the wait but just be 5 minutes away as that's the grace period after they text you. 1. Croque madame - 4.5/5. Large plate as their other plates, delicious combo of meat, eggs, carbs and cheese :)2. Fried chicken and pancakes - 4.25/5. The chicken was amazing, crispy, hot, delicious. The pancakes were average and the carb/chicken ratio was heavy on the carb side.Drinks are pricy as can be expected in NYC but their cocktails are strong as well. First time, I had a bellini but next time it was a rosemary drink.Overall, I'd come back for even more brunch, especially after a good workout.",409,496,1,0,0,4
